age,gender,marital_status,education_level,years_experience,skill_score,certifications,job_role,department,job_level,employment_type,remote_status,performance_score,projects_completed,overtime_hours,company_size,location,monthly_salary
59,Male,Married,ph.d,8.563351251281292,7,2,Data Analyst,Engineering,Mid,Contract,Hybrid,5,4,8,Large,Johannesburg,965846
38,Male,Married,PhD,12.488935471471493,1,2,Product Manager,Data,Junior,Permanent,Hybrid,1,11,12.6,Large,Nairobi,854684
27,Male,Married,High School,6.058669445102053,7,1,Software Engineer,Operations,Senior,Permanent,Hybrid,2,3,16.8,Small,Johannesburg,1045997
37,Other,Married,PhD,8.255893095705218,1,5,Data Analyst,Product,Mid,Permanent,Onsite,3,5,3.6,Medium,Lagos,1155575
59,Male,Single,ph.d,9.921942811297699,9,2,DevOps Engineer,IT,Junior,Permanent,Remote,3,6,13.9,Large,Nairobi,1064837
56,Male,Married,PhD,1.7177670424051197,5,4,DevOps Engineer,Data,Mid,Permanent,Hybrid,3,5,21.7,Medium,Kigali,680078
24,Male,Single,High School,7.607952635964408,6,3,IT Support,Data,Mid,Permanent,Remote,3,6,18.6,Small,Lagos,797682
58,Male,Married,PhD,12.088464758965884,7,1,Product Manager,Security,Junior,Permanent,Onsite,4,6,10.7,Large,Kigali,1030804
45,Male,Married,BSc,4.627164732943409,1,0,Data Scientist,Engineering,Junior,Permanent,Onsite,1,5,9.2,Large,Nairobi,683934
25,Female,Single,ph.d,10.329864569035314,8,2,Software Engineer,Operations,Senior,Permanent,Remote,2,3,4.8,Medium,Lagos,1302943
50,Female,Married,ph.d,7.108646428556477,6,5,Software Engineer,Engineering,Junior,Permanent,Onsite,2,6,15.7,Small,Nairobi,840383
32,Male,Married,Master,4.301981431465304,2,1,DevOps Engineer,Data,Junior,Permanent,Hybrid,4,2,16.7,Small,Kigali,561473
24,Female,Married,Bachelor,6.613965796742338,1,1,Software Engineer,Data,Mid,Permanent,Remote,2,9,8,Small,Johannesburg,717047
44,Male,Single,MSc,4.895488303655073,1,4,DevOps Engineer,IT,Junior,Permanent,Hybrid,3,2,8.6,Small,Johannesburg,1016529
49,Female,Single,Bachelor,3.4467438329485365,4,0,Product Manager,Engineering,Junior,Permanent,Hybrid,4,6,13,Large,Nairobi,648318
29,Male,Married,MSc,5.982620910187567,3,3,Data Scientist,Engineering,Junior,Contract,Onsite,3,8,16.3,Medium,Johannesburg,1005808
24,Female,Married,PhD,7.273705249544489,6,3,Product Manager,Product,Senior,Permanent,Hybrid,4,5,11.3,Medium,Kigali,1369946
44,Male,Single,BSc,6.335782469804526,10,5,Data Scientist,IT,Junior,Permanent,Hybrid,3,7,9.4,Medium,Nairobi,985172
34,Female,Divorced,BSc,5.938505675484638,8,1,Data Analyst,Operations,Mid,Permanent,Onsite,5,4,21.6,Small,Johannesburg,985655
25,Female,Married,bachelor ,7.903983531862398,1,1,IT Support,Engineering,Junior,Permanent,Remote,2,3,11.1,Small,Nairobi,732975
38,Male,Divorced,Bachelor,9.125623899924193,7,0,DevOps Engineer,Engineering,Mid,Permanent,Onsite,1,4,14.9,Medium,Johannesburg,1154159
39,Male,Married,PhD,2.423619068641041,8,5,Software Engineer,Operations,Mid,Permanent,Hybrid,3,3,13,Large,Lagos,921418
32,Male,Single,Master,5.9904165224775685,5,1,Data Scientist,IT,Mid,Permanent,Onsite,2,4,14.2,Large,Johannesburg,911680
38,Female,Single,Master,,8,2,Product Manager,Engineering,Mid,Permanent,Remote,2,1,11,Large,Kigali,872135
37,Male,Divorced,high school ,6.351266563863187,1,3,DevOps Engineer,Operations,Mid,Permanent,Hybrid,4,3,14.1,Medium,Kigali,819685
50,Female,Single,bachelor ,7.602116184286485,2,5,DevOps Engineer,Product,Senior,Contract,Onsite,2,2,9.1,Medium,Kigali,1382794
44,Female,Divorced,BSc,9.279120048661749,4,2,DevOps Engineer,Engineering,Junior,Contract,Onsite,5,4,5.2,Large,Nairobi,1185950
31,Male,Married,BSc,7.616419225985219,1,4,Product Manager,Operations,Mid,Permanent,Onsite,4,8,4.6,Small,Lagos,964460
55,Male,Single,Bachelor,9.192702576216993,5,1,Software Engineer,Data,Senior,Permanent,Onsite,2,3,11.7,Medium,Johannesburg,1284125
43,Female,Married,BSc,7.26089992667711,10,0,Software Engineer,Engineering,Junior,Permanent,Onsite,3,4,11.9,Small,Lagos,949228
37,Female,Married,BSc,4.297926487270103,3,4,Software Engineer,Product,Senior,Permanent,Remote,4,6,10,Small,Johannesburg,1186590
21,Female,Married,high school ,2.5362593264412023,2,4,Data Analyst,Operations,Senior,Permanent,Onsite,1,3,4.4,Small,Nairobi,762375
35,Male,Single,BSc,5.947989170845881,7,0,IT Support,Operations,Junior,Permanent,Onsite,1,3,6.5,Large,Kigali,573499
52,Male,Married,Bachelor,3.9348951863721724,2,4,DevOps Engineer,Engineering,Junior,Permanent,Onsite,2,4,15.7,Large,Kigali,695516
29,Female,Married,Bachelor,6.52112354147612,9,2,Data Scientist,Data,Junior,Permanent,Remote,5,4,10.9,Medium,Lagos,727093
35,Female,Married,BSc,5.032491986050282,6,4,Software Engineer,Operations,Junior,Permanent,Hybrid,5,3,15.9,Small,Johannesburg,727872
48,Female,Married,ph.d,8.676324050256191,8,0,Data Scientist,Operations,Mid,Contract,Remote,5,10,9.8,Medium,Lagos,1146148
44,Male,Single,high school ,7.195820097828937,3,3,Product Manager,Data,Junior,Permanent,Hybrid,1,4,4.8,Small,Lagos,711358
55,Male,Married,ph.d,8.789977345028994,5,1,IT Support,Product,Junior,Permanent,Hybrid,2,9,15.4,Large,Kigali,678325
42,Male,Married,Bachelor,8.769538893098245,3,0,IT Support,Engineering,Senior,Permanent,Remote,1,2,3.8,Medium,Nairobi,1071822
47,Female,Single,MSc,6.281307825134282,9,2,Data Scientist,Security,Junior,Permanent,Onsite,2,3,14.3,Large,Lagos,904838
39,Male,Divorced,High School,6.5266546203147175,1,2,Product Manager,Engineering,Senior,Permanent,Remote,1,7,2.9,Small,Lagos,937036
32,Female,Single,High School,9.006417953285446,8,3,Product Manager,Engineering,Mid,Contract,Onsite,3,4,12.5,Large,Kigali,3803049
40,Female,Divorced,PhD,16.783755722696498,6,2,Data Analyst,IT,Mid,Permanent,Hybrid,4,8,7.9,Medium,Kigali,1486254
21,Male,Married,ph.d,3.0434754122576697,7,0,DevOps Engineer,Engineering,Mid,Contract,Hybrid,4,6,11,Medium,Johannesburg,816132
41,Male,Married,Bachelor,7.167005951957839,2,2,Software Engineer,Security,Junior,Permanent,Hybrid,1,3,13.1,Medium,Lagos,923468
21,Female,Single,Master,2.217166611103841,7,3,Product Manager,Data,Senior,Contract,Onsite,2,3,8,Large,Johannesburg,1175869
30,Male,Married,Bachelor,6.916350601768354,1,3,Software Engineer,Engineering,Senior,Permanent,Hybrid,2,8,17.8,Medium,Johannesburg,1157448
52,Male,Married,Master,4.303756385382503,7,5,Software Engineer,Security,Junior,Permanent,Hybrid,5,5,8.5,Large,Johannesburg,562680
59,Male,Married,MSc,6.5203743557913585,8,4,Data Scientist,Product,Junior,Contract,Hybrid,5,4,12.7,Large,Lagos,894394
42,Female,Married,BSc,7.621241335791434,2,4,DevOps Engineer,IT,Junior,Permanent,Hybrid,1,3,19.4,Small,Nairobi,923498
38,Female,Married,Bachelor,5.0424355503041545,10,2,Software Engineer,Data,Senior,Permanent,Onsite,2,7,11.8,Small,Johannesburg,1161233
52,Female,Married,PhD,,2,2,Data Scientist,Data,Senior,Contract,Hybrid,3,3,9.4,Medium,Lagos,1071379
47,Female,Married,BSc,12.702142708611227,3,5,IT Support,Product,Mid,Contract,Onsite,4,4,4,Large,Nairobi,1012678
48,Male,Single,High School,10.357107919197238,10,2,Product Manager,Engineering,Junior,Permanent,Onsite,2,7,6.4,Medium,Nairobi,940232
38,Female,Single,ph.d,6.477763084356541,4,2,Data Scientist,Security,Mid,Contract,Onsite,5,8,10.5,Large,Kigali,846483
59,Other,Married,Bachelor,3.4210680071577535,8,4,Data Analyst,IT,Mid,Permanent,Remote,1,4,14.6,Large,Lagos,944261
49,Male,Married,high school ,7.34009836113211,3,0,Data Scientist,Security,Mid,Permanent,Remote,2,5,18.4,Large,Johannesburg,845813
38,Male,Single,Bachelor,8.443955300165634,6,5,Software Engineer,IT,Junior,Permanent,Hybrid,2,9,9.2,Medium,Lagos,933753
28,Female,Married,MSc,10.080047263038434,10,0,Data Analyst,IT,Junior,Contract,Hybrid,1,4,13.4,Large,Johannesburg,979508
51,Female,Single,PhD,10.448888657603144,8,0,DevOps Engineer,Data,Senior,Contract,Remote,3,7,15.7,Small,Lagos,1445470
54,Male,Single,high school ,11.202705221247385,10,5,Software Engineer,Product,Junior,Permanent,Onsite,4,2,18.3,Small,Lagos,1174092
27,Other,Single,MSc,0.03656124202008204,2,4,Data Analyst,Data,Mid,Permanent,Onsite,3,4,18.5,Medium,Lagos,727119
56,Male,Divorced,BSc,5.7814271439154234,4,0,Data Scientist,Engineering,Junior,Permanent,Hybrid,3,4,20.7,Medium,Nairobi,599089
38,Male,Divorced,ph.d,10.97240328244651,1,5,Software Engineer,Operations,Junior,Contract,Onsite,5,5,8.9,Large,Nairobi,1114130
58,Female,Married,MSc,3.305473189448141,8,0,Data Scientist,IT,Junior,Permanent,Onsite,4,6,10.4,Large,Nairobi,919155
29,Male,Single,High School,11.877070308726692,1,4,Product Manager,IT,Junior,Permanent,Hybrid,3,4,7.1,Medium,Johannesburg,872558
29,Female,Married,High School,14.241510460553101,9,1,DevOps Engineer,IT,Mid,Permanent,Hybrid,2,2,8.1,Medium,Lagos,1366232
28,Male,Married,Master,11.765017277836643,6,2,Data Analyst,Data,Senior,Permanent,Hybrid,2,3,13.5,Medium,Johannesburg,1289285
55,Male,Single,ph.d,9.64636162841286,3,2,IT Support,IT,Junior,Permanent,Hybrid,5,1,20.2,Small,Lagos,616073
38,Male,Single,High School,5.209975090548607,8,1,DevOps Engineer,IT,Junior,Permanent,Hybrid,4,7,7.1,Small,Lagos,794987
25,Female,Married,Bachelor,8.126539214991489,2,3,IT Support,Operations,Senior,Permanent,Remote,1,4,10.1,Medium,Johannesburg,1007166
34,Male,Single,BSc,1.6156214051175066,3,0,Data Scientist,Product,Junior,Permanent,Hybrid,2,0,4.6,Small,Lagos,500464
48,Female,Single,bachelor ,3.8755573416329754,7,1,Data Analyst,Engineering,Senior,Permanent,Hybrid,1,3,12.8,Medium,Kigali,1054035
50,Female,Married,High School,4.156786069954118,1,0,Data Analyst,Security,Senior,Permanent,Hybrid,5,9,16.5,Large,Kigali,872863
24,Male,Married,bachelor ,7.2478902958637885,9,1,Data Scientist,Data,Senior,Permanent,Hybrid,2,7,0,Large,Lagos,1281449
59,Male,Divorced,bachelor ,5.4312909382868355,10,5,IT Support,Engineering,Junior,Permanent,Onsite,2,9,4.4,Medium,Kigali,715918
40,Female,Single,bachelor ,8.046399826480258,9,5,DevOps Engineer,Product,Junior,Permanent,Remote,3,4,19.1,Small,Johannesburg,1278696
45,Male,Married,Bachelor,10.511307299509033,3,2,Product Manager,Engineering,Senior,Permanent,Onsite,5,4,12.5,Medium,Lagos,1359599
48,Male,Single,MSc,4.161089828514953,4,0,DevOps Engineer,Data,Mid,Permanent,Remote,5,8,13.3,Medium,Johannesburg,735587
32,Male,Single,High School,7.594404371748205,2,5,IT Support,Operations,Junior,Permanent,Hybrid,3,5,9.6,Large,Kigali,621872
22,Male,Married,high school ,5.336124040728254,10,5,Software Engineer,Engineering,Junior,Permanent,Onsite,5,2,6.8,Medium,Nairobi,971067
34,Male,Single,High School,7.760649974628727,1,4,IT Support,Product,Mid,Permanent,Remote,3,6,11,Large,Nairobi,987145
42,Female,Single,bachelor ,9.744690392847277,8,2,Software Engineer,Data,Senior,Permanent,Onsite,3,2,6.9,Medium,Nairobi,1453542
51,Female,Married,BSc,10.68494316336885,9,2,Software Engineer,Product,Mid,Contract,Remote,3,3,14.8,Large,Lagos,1056905
43,Male,Single,BSc,9.681216477172153,9,2,Product Manager,Security,Mid,Permanent,Remote,4,6,8.7,Small,Kigali,1278600
40,Female,Divorced,high school ,8.655942515715976,10,0,Product Manager,Engineering,Mid,Permanent,Remote,2,6,15.1,Medium,Johannesburg,1082218
58,Female,Single,Bachelor,1.3191469079218825,5,3,DevOps Engineer,Data,Senior,Permanent,Onsite,2,6,13.8,Medium,Nairobi,1021372
24,Female,Single,bachelor ,2.674936281816443,5,1,IT Support,Engineering,Senior,Contract,Onsite,2,1,18.1,Large,Nairobi,731416
35,Female,Single,Master,3.7032868807980357,5,1,DevOps Engineer,Security,Junior,Contract,Onsite,4,4,11.6,Medium,Lagos,840818
44,Female,Single,Master,8.4344808272301,6,5,Data Scientist,IT,Senior,Permanent,Onsite,2,10,11.3,Large,Johannesburg,1254255
45,Female,Married,high school ,1.8359803504378416,4,4,IT Support,Data,Junior,Permanent,Hybrid,3,2,12,Medium,Lagos,380780
21,Male,Married,high school ,8.35008931267143,2,3,Product Manager,Security,Junior,Permanent,Hybrid,1,6,14.9,Medium,Johannesburg,746114
27,Male,Single,ph.d,8.057877028530594,2,2,DevOps Engineer,Engineering,Mid,Permanent,Hybrid,1,10,7.3,Large,Kigali,824346
51,Female,Married,high school ,,6,1,Software Engineer,Data,Junior,Permanent,Onsite,2,1,2.7,Medium,Lagos,778695
32,Male,Divorced,high school ,2.649588712929792,5,0,Software Engineer,Operations,Junior,Permanent,Hybrid,5,6,11.9,Large,Johannesburg,417950
25,Male,Single,Bachelor,11.175502299426999,4,2,Data Scientist,Security,Senior,Permanent,Hybrid,2,6,10.8,Small,Kigali,1186027
58,Male,Single,ph.d,9.789636593579653,6,2,IT Support,IT,Junior,Permanent,Hybrid,4,2,1.3,Small,Lagos,662751
32,Female,Single,Master,3.5984240112202635,4,5,Data Scientist,Product,Senior,Permanent,Onsite,5,3,14.8,Medium,Kigali,1195444
59,Female,Married,Master,2.8605560583421994,10,3,Data Scientist,Engineering,Mid,Contract,Hybrid,1,2,20.4,Small,Kigali,1127247
38,Male,Single,BSc,,4,5,IT Support,Product,Senior,Permanent,Hybrid,3,6,1.7,Small,Nairobi,805518
22,Male,Single,MSc,12.885190750885258,6,3,Data Analyst,Engineering,Senior,Permanent,Hybrid,2,8,6.3,Medium,Nairobi,1119514
30,Female,Married,bachelor ,7.164217473724181,4,5,IT Support,Data,Mid,Permanent,Remote,2,4,5.5,Medium,Kigali,854458
35,Male,Married,Bachelor,14.534896221380803,9,1,Data Scientist,Product,Mid,Permanent,Onsite,2,4,12.4,Medium,Kigali,1562457
50,Female,Married,MSc,6.2333156521109725,7,1,DevOps Engineer,IT,Senior,Permanent,Remote,5,1,2.5,Large,Kigali,1189957
37,Male,Single,High School,8.130357195558343,6,2,Data Analyst,Engineering,Mid,Permanent,Remote,4,5,7.8,Medium,Lagos,1117228
24,Female,Married,Master,10.565193885714383,3,4,DevOps Engineer,Product,Junior,Contract,Onsite,3,5,0,Medium,Nairobi,988632
27,Male,Divorced,high school ,13.55537074472364,4,2,Data Scientist,Engineering,Senior,Contract,Remote,3,7,9.5,Large,Nairobi,1480845
51,Female,Single,high school ,9.004086633937696,2,0,Data Scientist,Operations,Junior,Permanent,Remote,2,5,5.9,Medium,Kigali,1029367
59,Female,Single,PhD,7.009628871753171,3,4,Data Scientist,Operations,Junior,Contract,Hybrid,3,6,12.1,Medium,Johannesburg,782569
54,Male,Married,Bachelor,7.111830644461454,1,1,DevOps Engineer,Product,Mid,Permanent,Hybrid,3,4,7.8,Large,Johannesburg,891975
26,Male,Married,ph.d,2.81665759117226,9,4,Software Engineer,Operations,Mid,Permanent,Hybrid,2,5,5.4,Small,Johannesburg,787257
58,Male,Single,bachelor ,5.4724685325373965,10,4,IT Support,IT,Junior,Permanent,Onsite,2,8,11.1,Large,Johannesburg,876333
54,Female,Single,Master,7.204877938460357,3,1,Product Manager,Product,Mid,Permanent,Remote,4,3,11.1,Large,Kigali,741012
35,Male,Married,High School,12.52757550040705,8,0,Software Engineer,Data,Junior,Permanent,Onsite,2,7,2.1,Medium,Johannesburg,1137298
34,Female,Married,Bachelor,5.279827226074628,4,0,IT Support,Product,Mid,Permanent,Remote,2,7,5.9,Medium,Nairobi,748741
26,Female,Married,bachelor ,11.250618581895143,8,5,Software Engineer,Data,Mid,Permanent,Onsite,4,4,19.7,Medium,Kigali,1178207
57,Female,Married,BSc,6.672647954944562,7,3,IT Support,Operations,Mid,Contract,Remote,4,4,4.2,Large,Kigali,954907
52,Female,Single,High School,11.974234238329753,4,5,Data Analyst,Product,Senior,Permanent,Remote,3,6,11.3,Medium,Johannesburg,1514519
23,Female,Married,bachelor ,9.706889975891805,7,3,DevOps Engineer,IT,Senior,Contract,Remote,2,3,14,Large,Johannesburg,1380772
23,Female,Single,BSc,9.436781451405409,8,0,Product Manager,Operations,Mid,Permanent,Hybrid,5,5,10.4,Large,Lagos,807901
42,Female,Married,bachelor ,10.915306639982113,10,0,Data Analyst,Security,Mid,Permanent,Hybrid,2,4,16.5,Large,Johannesburg,1007756
42,Female,Married,MSc,10.332639645143836,3,3,Data Analyst,Operations,Senior,Permanent,Remote,3,3,7.9,Large,Johannesburg,1156910
30,Female,Married,PhD,11.255253582815296,5,5,IT Support,Operations,Mid,Permanent,Remote,1,6,10.8,Medium,Kigali,1050885
23,Male,Married,PhD,15.52705583696226,3,3,Data Scientist,Data,Mid,Permanent,Remote,4,6,7.9,Large,Nairobi,1138732
32,Male,Single,Bachelor,13.467578845395714,7,5,DevOps Engineer,Data,Mid,Permanent,Hybrid,2,7,17.5,Medium,Johannesburg,1347053
49,Male,Single,BSc,8.86569693665985,6,0,Data Scientist,IT,Mid,Permanent,Remote,5,6,10,Medium,Johannesburg,998441
37,Female,Single,PhD,5.233012565185386,1,1,Data Scientist,Data,Senior,Permanent,Onsite,5,2,8.8,Large,Johannesburg,1064503
27,Female,Married,MSc,8.4656711587633,10,0,Data Scientist,Security,Junior,Contract,Remote,2,6,16.8,Small,Kigali,1068075
33,Male,Single,ph.d,,5,5,DevOps Engineer,Engineering,Mid,Permanent,Hybrid,1,5,10.1,Medium,Nairobi,1104910
22,Male,Single,MSc,10.315946450004098,4,1,Product Manager,Engineering,Senior,Permanent,Hybrid,4,4,11,Medium,Nairobi,1418892
24,Male,Married,high school ,2.7598672217055578,2,1,Data Analyst,Product,Senior,Permanent,Onsite,2,5,8.1,Small,Lagos,825719
30,Male,Single,bachelor ,11.489925103898024,1,1,Software Engineer,Security,Mid,Permanent,Onsite,3,5,16.1,Large,Lagos,1234875
59,Female,Married,PhD,14.921156134762867,7,3,Product Manager,Security,Mid,Permanent,Onsite,4,3,9.9,Medium,Johannesburg,1260192
44,Male,Single,ph.d,1.1962626292603638,7,2,DevOps Engineer,Security,Mid,Permanent,Hybrid,5,4,6.9,Large,Johannesburg,852614
37,Male,Single,MSc,6.798782415169652,6,0,IT Support,Operations,Junior,Permanent,Remote,1,6,9.2,Medium,Johannesburg,822881
26,Male,Single,BSc,2.742348589330277,5,4,Product Manager,Engineering,Mid,Permanent,Remote,3,6,7.4,Large,Nairobi,979211
39,Male,Married,High School,0.08676014425402734,9,4,Product Manager,Data,Mid,Permanent,Onsite,2,3,13.6,Large,Lagos,826768
25,Female,Single,ph.d,6.574713395184492,2,0,DevOps Engineer,IT,Junior,Permanent,Onsite,4,6,9,Large,Nairobi,668792
52,Male,Single,Master,9.540668148394188,3,1,IT Support,Data,Senior,Permanent,Hybrid,2,7,11.3,Medium,Kigali,1026947
30,Female,Married,high school ,10.017601717276177,9,3,Software Engineer,Operations,Mid,Permanent,Onsite,5,6,13.1,Small,Lagos,1086424
29,Male,Married,high school ,7.615703250261378,2,5,Data Analyst,Operations,Senior,Permanent,Onsite,1,3,3.6,Medium,Kigali,1200540
47,Male,Single,High School,0.34307177354574847,3,3,Product Manager,Engineering,Junior,Permanent,Hybrid,3,2,0.7,Large,Kigali,527552
33,Female,Married,bachelor ,7.493515049813216,6,1,IT Support,Engineering,Mid,Permanent,Remote,5,7,12.5,Large,Nairobi,1082962
39,Female,Married,high school ,1.0298079350178524,10,0,IT Support,Data,Junior,Permanent,Remote,2,10,22,Large,Kigali,747460
41,Female,Married,ph.d,1.292046967768547,7,4,Software Engineer,Product,Mid,Permanent,Remote,3,5,11.1,Small,Lagos,725351
44,Male,Single,high school ,3.0127204469737614,2,3,Product Manager,Data,Mid,Permanent,Onsite,2,2,12.6,Large,Johannesburg,949476
58,Male,Single,ph.d,11.19924476551368,8,1,IT Support,Security,Senior,Permanent,Hybrid,2,3,10.2,Small,Kigali,1226028
24,Female,Single,High School,9.181021382726176,9,3,DevOps Engineer,Engineering,Mid,Contract,Onsite,1,4,11.6,Medium,Kigali,1133779
44,Male,Married,MSc,8.290362791530402,1,1,DevOps Engineer,Security,Mid,Permanent,Hybrid,1,6,7.6,Large,Nairobi,875390
55,Male,Single,Master,3.5495432766526607,6,3,Software Engineer,Product,Mid,Permanent,Hybrid,1,8,0,Small,Kigali,723669
23,Female,Married,Master,5.448898465794428,4,4,Software Engineer,Security,Junior,Permanent,Remote,1,4,5.9,Medium,Nairobi,605224
24,Male,Single,high school ,1.5195099753717507,10,3,IT Support,Product,Senior,Permanent,Remote,1,3,12.3,Large,Lagos,994794
57,Male,Single,High School,12.457205307568387,10,0,IT Support,Engineering,Junior,Permanent,Hybrid,4,5,0,Large,Nairobi,1201059
55,Male,Married,PhD,15.789032030281167,5,2,Product Manager,Data,Mid,Contract,Onsite,1,2,5.2,Medium,Lagos,1067679
51,Other,Married,PhD,9.226393656292503,6,1,Product Manager,IT,Mid,Permanent,Hybrid,1,3,17,Medium,Johannesburg,1151704
45,Male,Married,high school ,9.927016844041445,6,2,Data Analyst,Engineering,Mid,Permanent,Hybrid,3,3,0,Small,Johannesburg,1117616
33,Female,Single,bachelor ,6.364159443154523,7,4,IT Support,Data,Junior,Permanent,Remote,3,7,15.1,Small,Lagos,823919
24,Male,Single,bachelor ,0.5221905453665441,9,4,Data Scientist,IT,Mid,Permanent,Remote,3,1,3.6,Medium,Nairobi,871148
34,Female,Married,high school ,3.624140837491229,4,2,DevOps Engineer,Security,Junior,Contract,Onsite,4,0,12.1,Small,Johannesburg,625476
33,Male,Married,ph.d,5.138461804265976,9,4,Data Scientist,Operations,Junior,Permanent,Remote,1,6,13.1,Large,Kigali,1014357
47,Male,Married,bachelor ,5.458975957948979,1,4,DevOps Engineer,Operations,Mid,Permanent,Hybrid,4,4,6.5,Small,Nairobi,852477
26,Female,Single,bachelor ,4.538425485718864,9,5,Data Analyst,Operations,Mid,Contract,Onsite,4,4,6.8,Large,Johannesburg,996910
37,Female,Married,bachelor ,7.1910132342862685,8,1,IT Support,IT,Mid,Contract,Onsite,2,4,2.8,Medium,Kigali,916308
